Observation Location,RSS,XML,State,latitude,longitude
"Fullerton, Fullerton Municipal Airport (KFUL)",KFUL.rss,KFUL.xml,CA,33.87194,-117.98472
General Wm J Fox Airfield (KWJF),KWJF.rss,KWJF.xml,CA,34.74123,-118.21251
Gillespie Field Airport (KSEE),KSEE.rss,KSEE.xml,CA,32.82738,-116.97369
Gray Butte Field Airport (KGXA),KGXA.rss,KGXA.xml,CA,34.5666,-117.6704
Half Moon Bay Airport (KHAF),KHAF.rss,KHAF.xml,CA,37.5136,-122.4996
Hanford Municipal Airport (KHJO),KHJO.rss,KHJO.xml,CA,36.31145,-119.62315
"Hawthorne, Hawthorne Municipal Airport (KHHR)",KHHR.rss,KHHR.xml,CA,33.92361,-118.33194
"Hayward, Hayward Air Terminal (KHWD)",KHWD.rss,KHWD.xml,CA,37.66083,-122.11833
Hemet-Ryan Airport (KHMT),KHMT.rss,KHMT.xml,CA,33.73403,-117.02231
"Hollister, CA (KCVH)",KCVH.rss,KCVH.xml,CA,36.8933,-121.4103
Imperial Beach Naval Outlying Field - Ream Field (KNRS),KNRS.rss,KNRS.xml,CA,32.56302,-117.11091
"Imperial, Imperial County Airport (KIPL)",KIPL.rss,KIPL.xml,CA,32.83417,-115.57861
John Wayne-Orange County Airport (KSNA),KSNA.rss,KSNA.xml,CA,33.6798,-117.8674
Lemoore Naval Air Station - Reeves Field (KNLC),KNLC.rss,KNLC.xml,CA,36.30244,-119.93968
Lincoln Regional Karl Harder Field (KLHM),KLHM.rss,KLHM.xml,CA,38.9092,-121.3513
"Livermore, Livermore Municipal Airport (KLVK)",KLVK.rss,KLVK.xml,CA,37.69278,-121.81444
"Lompoc, Lompoc Airport (KLPC)",KLPC.rss,KLPC.xml,CA,34.66667,-120.46667
"Lompoc, Vandenberg Air Force Base (KVBG)",KVBG.rss,KVBG.xml,CA,34.72944,-120.57667
"Long Beach, Long Beach Airport (KLGB)",KLGB.rss,KLGB.xml,CA,33.81167,-118.14639
Los Alamitos Army Airfield (KSLI),KSLI.rss,KSLI.xml,CA,33.79628,-118.04179
Los Angeles / USC Campus Downtown (KCQT),KCQT.rss,KCQT.xml,CA,34.02355,-118.29122
"Los Angeles, Los Angeles International Airport (KLAX)",KLAX.rss,KLAX.xml,CA,33.93806,-118.38889
"Los Angeles, Whiteman Airport (KWHP)",KWHP.rss,KWHP.xml,CA,34.25,-118.4
Madera Municipal Airport (KMAE),KMAE.rss,KMAE.xml,CA,36.9851,-120.11064
Mammoth Yosemite Airport (KMMH),KMMH.rss,KMMH.xml,CA,37.6241,-118.8423
"Marysville, Beale Air Force Base (KBAB)",KBAB.rss,KBAB.xml,CA,39.13333,-121.43333
"Marysville, Yuba County Airport (KMYV)",KMYV.rss,KMYV.xml,CA,39.09778,-121.56972
MCMWTC BRIDGEPORT (KBAN),KBAN.rss,KBAN.xml,CA,38.3557,-119.5188
Merced / Castle Air Force Base (KMER),KMER.rss,KMER.xml,CA,37.36667,-120.56667
Merced Regional Airport (KMCE),KMCE.rss,KMCE.xml,CA,37.28306,-120.50778
Modesto City-County Airport - Harry Sham Field (KMOD),KMOD.rss,KMOD.xml,CA,37.62549,-120.9549
Mojave (KMHV),KMHV.rss,KMHV.xml,CA,35.06667,-118.15
Montague Siskiyou County Airport (KSIY),KSIY.rss,KSIY.xml,CA,41.77375,-122.46817
Monterey Regional Airport (KMRY),KMRY.rss,KMRY.xml,CA,36.59047,-121.84875
Mount Shasta (KMHS),KMHS.rss,KMHS.xml,CA,41.31494,-122.31702
"Mountain View, Moffett Field (KNUQ)",KNUQ.rss,KNUQ.xml,CA,37.40583,-122.04806
Murrieta/Temecula French Valley (KF70),KF70.rss,KF70.xml,CA,33.5742,-117.1285
"Napa, Napa County Airport (KAPC)",KAPC.rss,KAPC.xml,CA,38.2075,-122.27944
"Needles, Needles Airport (KEED)",KEED.rss,KEED.xml,CA,34.76611,-114.62333
Nevada County Air Park (KGOO),KGOO.rss,KGOO.xml,CA,39.224028,-121.003083
Novato / Gnoss Field (KDVO),KDVO.rss,KDVO.xml,CA,38.14178,-122.55463
"Oakland, Metro Oakland International Airport (KOAK)",KOAK.rss,KOAK.xml,CA,37.7178,-122.23294
Oceano County Airport (KL52),KL52.rss,KL52.xml,CA,35.10147,-120.62236
"Oceanside, Camp Pendleton, Marine Corps Air Station (KNFG)",KNFG.rss,KNFG.xml,CA,33.30472,-117.35389
"Oceanside, Oceanside Municipal Airport (KOKB)",KOKB.rss,KOKB.xml,CA,33.21806,-117.35139
Ontario International Airport (KONT),KONT.rss,KONT.xml,CA,34.05316,-117.57685
"Oxnard, Oxnard Airport (KOXR)",KOXR.rss,KOXR.xml,CA,34.20056,-119.20306
Palm Springs Regional Airport (KPSP),KPSP.rss,KPSP.xml,CA,33.82219,-116.50431
"Palm Springs, Jacqueline Cochran Regional Airport (KTRM)",KTRM.rss,KTRM.xml,CA,33.62667,-116.15944
"Palmdale, Palmdale Production Flight Plant (KPMD)",KPMD.rss,KPMD.xml,CA,34.62972,-118.08139
Palo Alto Airport (KPAO),KPAO.rss,KPAO.xml,CA,37.46667,-122.11667
Paso Robles Municipal Airport (KPRB),KPRB.rss,KPRB.xml,CA,35.66941,-120.62912
Petaluma Municipal Airport (KO69),KO69.rss,KO69.xml,CA,38.2578,-122.6053
Placerville Airport (KPVF),KPVF.rss,KPVF.xml,CA,38.7242,-120.7533
"Point Mugu, Naval Air Warfare Center (KNTD)",KNTD.rss,KNTD.xml,CA,34.12389,-119.12167
"Porterville, Porterville Municipal Airport (KPTV)",KPTV.rss,KPTV.xml,CA,36.03333,-119.06667
"Ramona, Ramona Airport (KRNM)",KRNM.rss,KRNM.xml,CA,33.0375,-116.91583
"Red Bluff, Red Bluff Municipal Airport (KRBL)",KRBL.rss,KRBL.xml,CA,40.15056,-122.25222
Redding Municipal Airport (KRDD),KRDD.rss,KRDD.xml,CA,40.51461,-122.2977
Reedley Municipal Airport (KO32),KO32.rss,KO32.xml,CA,36.671,-119.45103
Riverside / March Air Force Base (KRIV),KRIV.rss,KRIV.xml,CA,33.9,-117.25
Riverside Municipal Airport (KRAL),KRAL.rss,KRAL.xml,CA,33.95299,-117.43491
Rogers Field Airport (KO05),KO05.rss,KO05.xml,CA,40.28236,-121.24117
Sacramento Executive Airport (KSAC),KSAC.rss,KSAC.xml,CA,38.50674,-121.49597
Sacramento International Airport (KSMF),KSMF.rss,KSMF.xml,CA,38.70071,-121.59479
Sacramento Mather Airport (KMHR),KMHR.rss,KMHR.xml,CA,38.55996,-121.28397
"Sacramento, McClellan Airfield Airport (KMCC)",KMCC.rss,KMCC.xml,CA,38.66667,-121.4
"Salinas, Salinas Municipal Airport (KSNS)",KSNS.rss,KSNS.xml,CA,36.66361,-121.60806
San Andreas Calaveras County Airport (KCPU),KCPU.rss,KCPU.xml,CA,38.1461,-120.6482
San Bernardino Intl. Airport (KSBD),KSBD.rss,KSBD.xml,CA,34.09027,-117.24705
San Carlos Airport (KSQL),KSQL.rss,KSQL.xml,CA,37.51667,-122.25
San Clemente Island NALF (KNUC),KNUC.rss,KNUC.xml,CA,33.0218,-118.58266
San Diego International Airport (KSAN),KSAN.rss,KSAN.xml,CA,32.73361,-117.18306
"San Diego, Brown Field Municipal Airport (KSDM)",KSDM.rss,KSDM.xml,CA,32.57528,-116.99306
"San Diego, Miramar MCAS/Mitscher Field Airport (KNKX)",KNKX.rss,KNKX.xml,CA,32.86833,-117.1425
"San Diego, Montgomery Field (KMYF)",KMYF.rss,KMYF.xml,CA,32.81444,-117.13639
"San Diego, North Island, Naval Air Station (KNZY)",KNZY.rss,KNZY.xml,CA,32.69083,-117.20889
"San Francisco, San Francisco International Airport (KSFO)",KSFO.rss,KSFO.xml,CA,37.61961,-122.36558
San Jose / Reid / Hillv (KRHV),KRHV.rss,KRHV.xml,CA,37.33333,-121.81667
"San Jose, San Jose International Airport (KSJC)",KSJC.rss,KSJC.xml,CA,37.35917,-121.92417
"San Luis Obispo, San Luis Obispo County-Mc Chesney Field (KSBP)",KSBP.rss,KSBP.xml,CA,35.23611,-120.63611
San Nicolas Island Naval Outlying Field (KNSI),KNSI.rss,KNSI.xml,CA,33.23379,-119.45588
Sandberg (KSDB),KSDB.rss,KSDB.xml,CA,34.74361,-118.72444
"Santa Barbara, Santa Barbara Municipal Airport (KSBA)",KSBA.rss,KSBA.xml,CA,34.42611,-119.84361
Santa Maria Public Airport/Capt G Allan Hancock Field (KSMX),KSMX.rss,KSMX.xml,CA,34.89408,-120.45212
"Santa Monica, Santa Monica Municipal Airport (KSMO)",KSMO.rss,KSMO.xml,CA,34.01583,-118.45139
"Santa Rosa, Santa Rosa Sonoma County Airport (KSTS)",KSTS.rss,KSTS.xml,CA,38.5,-122.81667
"Santa Ynez, Santa Ynez Airport (KIZA)",KIZA.rss,KIZA.xml,CA,34.60694,-120.07556
South County Airport of Santa Clara County (KE16),KE16.rss,KE16.xml,CA,37.0815861,-121.5968056
"South Lake Tahoe, Lake Tahoe Airport (KTVL)",KTVL.rss,KTVL.xml,CA,38.89836,-119.99615
"Stockton, Stockton Metropolitan Airport (KSCK)",KSCK.rss,KSCK.xml,CA,37.88972,-121.22361
Susanville Municipal Airport (KSVE),KSVE.rss,KSVE.xml,CA,40.37569,-120.57269
Tehachapi Municipal Airport (KTSP),KTSP.rss,KTSP.xml,CA,35.135,-118.4392
"Torrance, Zamperini Field Airport (KTOA)",KTOA.rss,KTOA.xml,CA,33.8,-118.33333
Tracy Municipal Airport (KTCY),KTCY.rss,KTCY.xml,CA,37.6889,-121.44158
Truckee-Tahoe (KTRK),KTRK.rss,KTRK.xml,CA,39.31667,-120.13333
Twentynine Palms SELF Airport (KNXP),KNXP.rss,KNXP.xml,CA,34.29401,-116.14717
Ukiah Municipal Airport (KUKI),KUKI.rss,KUKI.xml,CA,39.12783,-123.20011
University Airport (KEDU),KEDU.rss,KEDU.xml,CA,38.5315,-121.7865
Vacaville Nut Tree Airport (KVCB),KVCB.rss,KVCB.xml,CA,38.37755,-121.95853
"Van Nuys, Van Nuys Airport (KVNY)",KVNY.rss,KVNY.xml,CA,34.2125,-118.49083
"Victorville, Southern California Logistics Airport (KVCV)",KVCV.rss,KVCV.xml,CA,34.59722,-117.38278
"Visalia, Visalia Municipal Airport (KVIS)",KVIS.rss,KVIS.xml,CA,36.31667,-119.4
"Watsonville, Watsonville Municipal Airport (KWVI)",KWVI.rss,KWVI.xml,CA,36.93944,-121.78889
Westover Field - Amador County Airport (KJAQ),KJAQ.rss,KJAQ.xml,CA,38.3768,-120.79391
Yolo County Airport (KDWA),KDWA.rss,KDWA.xml,CA,38.57939,-121.85694
Air Force Academy (KAFF),KAFF.rss,KAFF.xml,CO,38.96667,-104.81667
Aspen-Pitkin County Airport (KASE),KASE.rss,KASE.xml,CO,39.22992,-106.87051
Astronaut Kent Rominger - Del Norte (KRCV),KRCV.rss,KRCV.xml,CO,37.7138,-106.352
Berthoud Pass (K0CO),K0CO.rss,K0CO.xml,CO,39.79453,-105.76393
Boulder Municipal Airport (KBDU),KBDU.rss,KBDU.xml,CO,40.0394297,-105.2258217
Broomfield / Jeffco (KBJC),KBJC.rss,KBJC.xml,CO,39.90085,-105.10417
Buckley Air Force Base Airport (KBKF),KBKF.rss,KBKF.xml,CO,39.71331,-104.75806
Burlington - Carson County Airport (KITR),KITR.rss,KITR.xml,CO,39.24149,-102.2819
Butts Army Airfield (Fort Carson) (KFCS),KFCS.rss,KFCS.xml,CO,38.68312,-104.75977
Central Colorado Regional Airport (KAEJ),KAEJ.rss,KAEJ.xml,CO,38.81416,-106.12069
Cheyenne Mountain (KCWN),KCWN.rss,KCWN.xml,CO,38.74343,-104.84334
City of Colorado Springs Municipal Airport (KCOS),KCOS.rss,KCOS.xml,CO,38.80949,-104.68873
Colorado Air and Space Port Airport (KCFO),KCFO.rss,KCFO.xml,CO,39.78419,-104.53764
Colorado Plains Regional Airport (KAKO),KAKO.rss,KAKO.xml,CO,40.17428,-103.21459
Copper Mountain - Red Cliff Pass (KCCU),KCCU.rss,KCCU.xml,CO,39.47523,-106.15228
Cortez-Montezuma County Airport (KCEZ),KCEZ.rss,KCEZ.xml,CO,37.30706,-108.62644
Cottonwood Pass (K7BM),K7BM.rss,K7BM.xml,CO,38.7825,-106.21806
Craig-Moffat Airport (KCAG),KCAG.rss,KCAG.xml,CO,40.49297,-107.52394
Delta/Blake Field Airport (KAJZ),KAJZ.rss,KAJZ.xml,CO,38.78688,-108.06584
Denver - Centennial Airport (KAPA),KAPA.rss,KAPA.xml,CO,39.55991,-104.84841
"Denver, Denver International Airport (KDEN)",KDEN.rss,KDEN.xml,CO,39.84658,-104.65622
Durango-La Plata County Airport (KDRO),KDRO.rss,KDRO.xml,CO,37.14312,-107.76023
Eagle County Regional (KEGE),KEGE.rss,KEGE.xml,CO,39.65,-106.91667
Elbert Mountain - Monument Pass (KMNH),KMNH.rss,KMNH.xml,CO,39.22317,-104.64226
ELLICOTT-B AFA (KABH),KABH.rss,KABH.xml,CO,38.7578,-104.3013
Erie Municipal Airport (KEIK),KEIK.rss,KEIK.xml,CO,40.01169,-105.05033
Fort Collins/Loveland - Northern Colorado Regional Airport (KFNL),KFNL.rss,KFNL.xml,CO,40.45,-105.01667
Fort Morgan Municipal Airport (KFMM),KFMM.rss,KFMM.xml,CO,40.33148,-103.80704
Fremont County Airport (K1V6),K1V6.rss,K1V6.xml,CO,38.42856,-105.10685
Garfield County Regional Airport (KRIL),KRIL.rss,KRIL.xml,CO,39.52793,-107.71961
Granby-Grand County Airport (KGNB),KGNB.rss,KGNB.xml,CO,40.09006,-105.91664
Grand Junction Regional Airport (KGJT),KGJT.rss,KGJT.xml,CO,39.13389,-108.53861
"Greeley, Greeley-Weld County Airport (KGXY)",KGXY.rss,KGXY.xml,CO,40.43333,-104.63333
"Gunnison, Gunnison-Crested Butte Regional Airport (KGUC)",KGUC.rss,KGUC.xml,CO,38.53333,-106.93333
Harriet Alexander Field Airport (KANK),KANK.rss,KANK.xml,CO,38.53828,-106.04864
"Hayden, Yampa Valley Airport (KHDN)",KHDN.rss,KHDN.xml,CO,40.48333,-107.21667
Holyoke Airport (KHEQ),KHEQ.rss,KHEQ.xml,CO,40.57155,-102.27676
Juliet - Peetz (K1JW),K1JW.rss,K1JW.xml,CO,40.9667,-103.2
"Kremmling, Mc Elroy Airfield (K20V)",K20V.rss,K20V.xml,CO,40.05361,-106.36889
La Junta Municipal Airport (KLHX),KLHX.rss,KLHX.xml,CO,38.04949,-103.51334
"La Veta Mountain, La Veta Pass (KVTP)",KVTP.rss,KVTP.xml,CO,37.50111,-105.16694
Lamar Municipal Airport (KLAA),KLAA.rss,KLAA.xml,CO,38.07178,-102.68745
"Leadville, Lake County Airport (KLXV)",KLXV.rss,KLXV.xml,CO,39.22806,-106.31611
Lima - Grover (K1LW),K1LW.rss,K1LW.xml,CO,40.92,-103.7
Limon Municipal Airport (KLIC),KLIC.rss,KLIC.xml,CO,39.27334,-103.66738
Meadow Lake Airport (KFLY),KFLY.rss,KFLY.xml,CO,38.94391,-104.5684
Meeker Airport (KEEO),KEEO.rss,KEEO.xml,CO,40.0444,-107.88832
MIKE (HAXTUN) (K1MW),K1MW.rss,K1MW.xml,CO,40.7,-103.48
"Montrose, Montrose Regional Airport (KMTJ)",KMTJ.rss,KMTJ.xml,CO,38.505,-107.8975
NOVEMBER (GROVER) (K1NW),K1NW.rss,K1NW.xml,CO,40.63,-103.83
Nucla Hopkins Field Airport (KAIB),KAIB.rss,KAIB.xml,CO,38.23875,-108.563277
Oscar (K1OW),K1OW.rss,K1OW.xml,CO,40.8833,-104
"Pagosa Springs, Wolf Creek Pass (KCPW)",KCPW.rss,KCPW.xml,CO,37.45139,-106.80028
Perry Stokes Airport (KTAD),KTAD.rss,KTAD.xml,CO,37.26218,-104.33184
Pueblo Memorial Airport (KPUB),KPUB.rss,KPUB.xml,CO,38.28869,-104.5057
Rangely Airport (K4V0),K4V0.rss,K4V0.xml,CO,40.09397,-108.76306
"Saguache, Saguache Municipal Airport (K04V)",K04V.rss,K04V.xml,CO,38.09722,-106.16861
Salida - Monarch Pass (KMYP),KMYP.rss,KMYP.xml,CO,38.4972,-106.3197
San Luis Valley Regional Airport (KALS),KALS.rss,KALS.xml,CO,37.43933,-105.8618
"Springfield, Comanche National Grassland (KSPD)",KSPD.rss,KSPD.xml,CO,37.28333,-102.61667
Steamboat Springs (KSBS),KSBS.rss,KSBS.xml,CO,40.5153,-106.86767
Sterling Municipal Airport (KSTK),KSTK.rss,KSTK.xml,CO,40.61331,-103.26109
"Stevens Field, Pagosa Springs (KPSO)",KPSO.rss,KPSO.xml,CO,37.2862,-107.056
Sunlight (K5SM),K5SM.rss,K5SM.xml,CO,39.42556,-107.37917
"Telluride, Telluride Regional Airport (KTEX)",KTEX.rss,KTEX.xml,CO,37.95389,-107.90861
Vance Brand Airport (KLMO),KLMO.rss,KLMO.xml,CO,40.16115,-105.16042
Walden-Jackson County Airport (K33V),K33V.rss,K33V.xml,CO,40.7454,-106.2754
WALSENBURG (K4V1),K4V1.rss,K4V1.xml,CO,37.6941,-104.7881
Walton Peak (KC07),KC07.rss,KC07.xml,CO,40.35442,-106.69922
Wilkerson Pass (K4BM),K4BM.rss,K4BM.xml,CO,39.05028,-105.51444
Wray Municipal Airport (K2V5),K2V5.rss,K2V5.xml,CO,40.09929,-102.24308
Yuma Municipal Airport (K2V6),K2V6.rss,K2V6.xml,CO,40.1046,-102.7128
"Bridgeport, Sikorsky Memorial Airport (KBDR)",KBDR.rss,KBDR.xml,CT,41.16421,-73.12663
"Chester, Chester Airport (KSNC)",KSNC.rss,KSNC.xml,CT,41.38389,-72.50583
"Danbury, Danbury Municipal Airport (KDXR)",KDXR.rss,KDXR.xml,CT,41.37167,-73.48444
"Groton / New London, Groton / New London Airport (KGON)",KGON.rss,KGON.xml,CT,41.3275,-72.04944
"Hartford, Hartford-Brainard Airport (KHFD)",KHFD.rss,KHFD.xml,CT,41.735,-72.65167
"Meriden, Meriden Markham Municipal Airport (KMMK)",KMMK.rss,KMMK.xml,CT,41.50972,-72.82778
"New Haven, Tweed-New Haven Airport (KHVN)",KHVN.rss,KHVN.xml,CT,41.26389,-72.88722
"Oxford, Waterbury-Oxford Airport (KOXC)",KOXC.rss,KOXC.xml,CT,41.48333,-73.13333
"Willimantic, Windham Airport (KIJD)",KIJD.rss,KIJD.xml,CT,41.74194,-72.18361
"Windsor Locks, Bradley International Airport (KBDL)",KBDL.rss,KBDL.xml,CT,41.93806,-72.6825
Delaware Airpark (K33N),K33N.rss,K33N.xml,DE,39.21869,-75.60047
Dover Air Force Base (KDOV),KDOV.rss,KDOV.xml,DE,39.13333,-75.46667
Georgetown - Delaware Coastal Airport (KGED),KGED.rss,KGED.xml,DE,38.68974,-75.36245
"Wilmington, New Castle County Airport (KILG)",KILG.rss,KILG.xml,DE,39.67442,-75.60567
Airglades Airport (K2IS),K2IS.rss,K2IS.xml,FL,26.73517,-81.05106
Albert Whitted Airport (KSPG),KSPG.rss,KSPG.xml,FL,27.76852,-82.62564
"Apalachicola, Apalachicola (KAAF)",KAAF.rss,KAAF.xml,FL,29.72694,-85.02472
Bartow Municipal (KBOW),KBOW.rss,KBOW.xml,FL,27.95,-81.78333
"Boca Raton, Boca Raton Airport (KBCT)",KBCT.rss,KBCT.xml,FL,26.37861,-80.10778
Brooksville-Tampa Bay Regional Airport (KBKV),KBKV.rss,KBKV.xml,FL,28.47361,-82.45444
Cecil Airport (KVQQ),KVQQ.rss,KVQQ.xml,FL,30.21292,-81.8707
Clearwater Air Park (KCLW),KCLW.rss,KCLW.xml,FL,27.9742,-82.7563
Cocoa - Patrick Air Force Base (KCOF),KCOF.rss,KCOF.xml,FL,28.24219,-80.60799
"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip (KXMR)",KXMR.rss,KXMR.xml,FL,28.46667,-80.56667
"Crestview, Sikes Airport (KCEW)",KCEW.rss,KCEW.xml,FL,30.77222,-86.52
Cross City Airport (KCTY),KCTY.rss,KCTY.xml,FL,29.633326,-83.105458
Crystal River Airport (KCGC),KCGC.rss,KCGC.xml,FL,28.8673,-82.5713
Daytona Beach International Airport (KDAB),KDAB.rss,KDAB.xml,FL,29.17354,-81.07186
DeFuniak Spr AP (K54J),K54J.rss,K54J.xml,FL,30.7311,-86.1538
DeLand Municipal Airport (KDED),KDED.rss,KDED.xml,FL,29.067,-81.2837
"Destin, Destin-Ft. Walton Beach Airport (KDTS)",KDTS.rss,KDTS.xml,FL,30.39333,-86.4675
Fernandina Beach Municipal Airport (KFHB),KFHB.rss,KFHB.xml,FL,30.61183,-81.46119
Flagler County Airport (KFIN),KFIN.rss,KFIN.xml,FL,29.4657,-81.20872
"Fort Lauderdale, Fort Lauderdale Executive Airport (KFXE)",KFXE.rss,KFXE.xml,FL,26.2,-80.18333
Fort Lauderdale/Hollywood International Airport (KFLL),KFLL.rss,KFLL.xml,FL,26.07874,-80.1622
"Fort Myers, Page Field (KFMY)",KFMY.rss,KFMY.xml,FL,26.58417,-81.8625
"Fort Myers, Southwest Florida International Airport (KRSW)",KRSW.rss,KRSW.xml,FL,26.52694,-81.76639
"Fort Pierce, St. Lucie County International Airport (KFPR)",KFPR.rss,KFPR.xml,FL,27.49806,-80.37667
"Gainesville, Gainesville Regional Airport (KGNV)",KGNV.rss,KGNV.xml,FL,29.69194,-82.27556
"Hollywood, North Perry Airport (KHWO)",KHWO.rss,KHWO.xml,FL,25.99889,-80.24111
Homestead Air Reserve Base (KHST),KHST.rss,KHST.xml,FL,25.49488,-80.37324
Hurlburt Field (KHRT),KHRT.rss,KHRT.xml,FL,30.41667,-86.68333
IMMOKALEE (KIMM),KIMM.rss,KIMM.xml,FL,26.43,-81.4
Inverness Airport (KINF),KINF.rss,KINF.xml,FL,28.8086,-82.3165
Jacksonville Craig Municipal Airport (KCRG),KCRG.rss,KCRG.xml,FL,30.33709,-81.51275
Jacksonville International Airport (KJAX),KJAX.rss,KJAX.xml,FL,30.49534,-81.6937
Jacksonville Naval Air Station (KNIP),KNIP.rss,KNIP.xml,FL,30.23468,-81.67462
Key West International Airport (KEYW),KEYW.rss,KEYW.xml,FL,24.55707,-81.75539
Key West Naval Air Station (KNQX),KNQX.rss,KNQX.xml,FL,24.58009,-81.68293
Keystone Airpark (K42J),K42J.rss,K42J.xml,FL,29.84475,-82.04753
Kissimmee Gateway Airport (KISM),KISM.rss,KISM.xml,FL,28.29236,-81.43716
Lake City Municipal Airport (KLCQ),KLCQ.rss,KLCQ.xml,FL,30.1821,-82.5769
Lake Wales Municipal Airport (KX07),KX07.rss,KX07.xml,FL,27.89389,-81.62042
Lakeland Regional (KLAL),KLAL.rss,KLAL.xml,FL,27.98333,-82.01667
Leesburg International Airport (KLEE),KLEE.rss,KLEE.xml,FL,28.82142,-81.80964
"Macdill Air Force Base, Fl. (KMCF)",KMCF.rss,KMCF.xml,FL,27.85,-82.5
Marco Island Airport (KMKY),KMKY.rss,KMKY.xml,FL,25.995,-81.6725
Marianna Municipal Airport (KMAI),KMAI.rss,KMAI.xml,FL,30.83698,-85.18347
Mayport Naval Station - Adm David L. McDonald Field (KNRB),KNRB.rss,KNRB.xml,FL,30.39589,-81.42286
Melbourne International Airport (KMLB),KMLB.rss,KMLB.xml,FL,28.09973,-80.6356
"Miami, Kendall-Tamiami Executive Airport (KTMB)",KTMB.rss,KTMB.xml,FL,25.64194,-80.43472
"Miami, Miami International Airport (KMIA)",KMIA.rss,KMIA.xml,FL,25.79056,-80.31639
"Miami, Opa Locka Airport (KOPF)",KOPF.rss,KOPF.xml,FL,25.91,-80.28306
Milton - Whiting Field Naval Air Station North (KNSE),KNSE.rss,KNSE.xml,FL,30.72848,-87.02192
"Milton, Whiting Field South (KNDZ)",KNDZ.rss,KNDZ.xml,FL,30.69722,-87.02
"Naples, Naples Municipal Airport (KAPF)",KAPF.rss,KAPF.xml,FL,26.15,-81.76667
New Smyrna Beach Municipal Airport (KEVB),KEVB.rss,KEVB.xml,FL,29.05687,-80.94909
Northeast Florida Regional Airport (KSGJ),KSGJ.rss,KSGJ.xml,FL,29.95924,-81.34105
Ocala International Airport - Jim Taylor Field (KOCF),KOCF.rss,KOCF.xml,FL,29.16372,-82.22097
Okeechobee County Airport (KOBE),KOBE.rss,KOBE.xml,FL,27.2628,-80.8498
Orlando / Sanford Airport (KSFB),KSFB.rss,KSFB.xml,FL,28.78333,-81.25
Orlando Executive Airport (KORL),KORL.rss,KORL.xml,FL,28.54655,-81.33543
Orlando International Airport (KMCO),KMCO.rss,KMCO.xml,FL,28.41826,-81.32413
"Ormond Beach, Ormond Beach Municipal Airport (KOMN)",KOMN.rss,KOMN.xml,FL,29.30111,-81.11361
Palatka Kay Larkin Field (K28J),K28J.rss,K28J.xml,FL,29.6586,-81.6889
Panama City - Northwest Florida Beaches International Airport (KECP),KECP.rss,KECP.xml,FL,30.3582,-85.7956
Pensacola - Pensacola International Airport (KPNS),KPNS.rss,KPNS.xml,FL,30.47806,-87.18694
Pensacola Naval Air Station (KNPA),KNPA.rss,KNPA.xml,FL,30.35641,-87.32326
Perry-Foley Airport (KFPY),KFPY.rss,KFPY.xml,FL,30.07081,-83.58154
"Plant City, Plant City Municipal Airport (KPCM)",KPCM.rss,KPCM.xml,FL,28,-82.15
"Pompano Beach, Pompano Beach Airpark (KPMP)",KPMP.rss,KPMP.xml,FL,26.24556,-80.11139
"Punta Gorda, Charlotte County Airport (KPGD)",KPGD.rss,KPGD.xml,FL,26.91778,-81.99361
Quincy Municipal Airport (K2J9),K2J9.rss,K2J9.xml,FL,30.59787,-84.55743
"Sarasota / Bradenton, Sarasota-Bradenton International Airport (KSRQ)",KSRQ.rss,KSRQ.xml,FL,27.40139,-82.55861
Sebastian Municipal Airport (KX26),KX26.rss,KX26.xml,FL,27.81325,-80.49558
Sebring Regional Airport (KSEF),KSEF.rss,KSEF.xml,FL,27.45639,-81.34239
St. Petersburg/Clearwater Airport (KPIE),KPIE.rss,KPIE.xml,FL,27.91259,-82.68554
Suwannee County Airport (K24J),K24J.rss,K24J.xml,FL,30.3001,-83.0247
Tallahassee International Airport (KTLH),KTLH.rss,KTLH.xml,FL,30.39675,-84.35087
"Tampa, Peter O Knight Airport (KTPF)",KTPF.rss,KTPF.xml,FL,27.91556,-82.44917
"Tampa, Tampa International Airport (KTPA)",KTPA.rss,KTPA.xml,FL,27.96139,-82.54028
The Florida Keys - Marathon International Airport (KMTH),KMTH.rss,KMTH.xml,FL,24.72626,-81.04765
Titusville (KTIX),KTIX.rss,KTIX.xml,FL,28.51667,-80.8
"Titusville, NASA Shuttle Landing Facility (KTTS)",KTTS.rss,KTTS.xml,FL,28.61667,-80.7
Tri-County Airport (K1J0),K1J0.rss,K1J0.xml,FL,30.84578,-85.60139
Tyndall Air Force Base (KPAM),KPAM.rss,KPAM.xml,FL,30.06444,-85.5637
Tyndall Drone Runway (KTDR),KTDR.rss,KTDR.xml,FL,30.0333,-85.5333
Valparaiso / Eglin Air Force Base (KVPS),KVPS.rss,KVPS.xml,FL,30.48333,-86.51667
Venice Municipal Airport (KVNC),KVNC.rss,KVNC.xml,FL,27.0716,-82.44033
"Vero Beach, Vero Beach Municipal Airport (KVRB)",KVRB.rss,KVRB.xml,FL,27.65556,-80.41806
West Palm Beach - Palm Beach International Airport (KPBI),KPBI.rss,KPBI.xml,FL,26.6851,-80.09919
Williston Montbrook Airport (KX60),KX60.rss,KX60.xml,FL,29.3557,-82.4719
Winter Havens Gilbert Airport (KGIF),KGIF.rss,KGIF.xml,FL,28.06138,-81.75684
Witham Field Airport (KSUA),KSUA.rss,KSUA.xml,FL,27.18157,-80.22519
